SATNAME,LAUNCH
SCOUT X-3 DEB (YO),19/12/1962
TRANSIT 5A DEB,19/12/1962
COSMOS 12,22/12/1962
SL-3 R/B,22/12/1962
SPUTNIK 25,4/01/1963
SPUTNIK 25 DEB,4/01/1963
SPUTNIK 25 DEB,4/01/1963
FTV 1157,7/01/1963
FTV 1157 DEB,7/01/1963
FTV 2313,16/01/1963
FTV 2313 DEB,16/01/1963
FTV 2313 DEB,16/01/1963
SYNCOM 1,14/02/1963
DELTA 1 R/B,14/02/1963
FTV 0240,19/02/1963
SCOUT X-3M R/B,19/02/1963
SCOUT X-3M DEB,19/02/1963
SCOUT X-3M DEB,19/02/1963
COSMOS 13,21/03/1963
SL-3 R/B,21/03/1963
FTV 1660,1/04/1963
SL-6 R/B,2/04/1963
LUNA 4,2/04/1963
EXPLORER 17 (S-6),3/04/1963
DELTA 1 R/B,3/04/1963
COSMOS 14,13/04/1963
SL-7 R/B,13/04/1963
COSMOS 15,22/04/1963
SL-3 R/B,22/04/1963
COSMOS 16,28/04/1963
SL-3 R/B,28/04/1963
TELSTAR 2 (A-41),7/05/1963
DELTA 1 R/B,7/05/1963
MIDAS 6 (FTV 1169),9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
ERS 5,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
ERS 6,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES *,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
DASH 1,9/05/1963
WESTFORD NEEDLES *,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
ERS 5 DEB,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
WESTFORD NEEDLES,9/05/1963
MERCURY ATLAS 9,15/05/1963
ATLAS D R/B,15/05/1963
FTV 1110,18/05/1963
COSMOS 17,22/05/1963
SL-7 DEB,22/05/1963
SL-7 DEB,22/05/1963
SL-7 DEB,22/05/1963
SL-7 DEB,22/05/1963
SL-7 DEB,22/05/1963
SL-7 R/B,22/05/1963
COSMOS 18,24/05/1963
SL-7 R/B,24/05/1963
THOR AGENA D,12/06/1963
VOSTOK 5,14/06/1963
SL-3 R/B,14/06/1963
THOR AGENA D R/B,15/06/1963
LOFTI 2A,15/06/1963
SOLRAD 6,15/06/1963
RADOSE 112,15/06/1963
FTV 1292,15/06/1963
SURCAL 1B,15/06/1963
THOR AGENA D DEB,15/06/1963
TRANSIT 5A3,16/06/1963
SCOUT X-3 R/B,16/06/1963
SCOUT X-3 DEB,16/06/1963
SCOUT X-3 DEB,16/06/1963
VOSTOK 6,16/06/1963
SL-3 R/B,16/06/1963
TIROS 7,19/06/1963
DELTA 1 R/B,19/06/1963
DELTA 1 DEB,19/06/1963
DELTA 1 DEB,19/06/1963
THOR AGENA D,27/06/1963
HITCH HIKER 1,27/06/1963
GRS,28/06/1963
THOR AGENA B,29/06/1963
THOR AGENA B DEB,29/06/1963
THOR AGENA B DEB,29/06/1963
ATLAS AGENA D,12/07/1963
ATLAS AGENA D DEB,12/07/1963
ATLAS AGENA D R/B,12/07/1963
THOR AGENA D,19/07/1963
THOR AGENA D DEB,19/07/1963
MIDAS 7/ERS 10,19/07/1963
ERS 9,19/07/1963
ATLAS AGENA B DEB,19/07/1963
DASH 2,19/07/1963
ATLAS AGENA B DEB,19/07/1963
ATLAS AGENA B DEB,19/07/1963
ATLAS AGENA B DEB,19/07/1963
DASH 2 DEB *,19/07/1963
SYNCOM 2 (A 26),26/07/1963
DELTA 1 R/B,26/07/1963
THOR AGENA D,31/07/1963
THOR AGENA D DEB,31/07/1963
COSMOS 19,6/08/1963
SL-7 R/B,6/08/1963
THOR AGENA D,25/08/1963
THOR AGENA D DEB,25/08/1963
THOR AGENA D,29/08/1963
0.1 SQ METER TARGET,29/08/1963
THOR AGENA D DEB,29/08/1963
THOR AGENA D DEB,29/08/1963
ATLAS AGENA D,6/09/1963
ATLAS AGENA D DEB,6/09/1963
ATLAS AGENA D DEB,6/09/1963
ATLAS AGENA D DEB,6/09/1963
ATLAS AGENA D DEB,6/09/1963
ATLAS AGENA D DEB,6/09/1963
THOR AGENA D,23/09/1963
THOR ABLESTAR R/B,28/09/1963
TRANSIT 5B-1,28/09/1963
RADIATION SAT (5E 1),28/09/1963
THOR ABLESTAR DEB,28/09/1963
THOR ABLESTAR DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
THOR ABLESTAR DEB,28/09/1963
TRANSIT 5B-1 DEB,28/09/1963
VELA 2,17/10/1963
ERS 12,17/10/1963
VELA 1,17/10/1963
COSMOS 20,18/10/1963
SL-3 R/B,18/10/1963
ATLAS AGENA D,25/10/1963
ATLAS AGENA D R/B,25/10/1963
ATLAS AGENA D DEB,25/10/1963
ATLAS AGENA D DEB,25/10/1963
THOR AGENA D,29/10/1963
HITCH HIKER 2,29/10/1963
THOR AGENA D DEB,29/10/1963
POLYOT 1,1/11/1963
SL-5 DEB,1/11/1963
SL-5 R/B,1/11/1963
SL-5 DEB,1/11/1963
COSMOS 21,11/11/1963
SL-6 R/B,11/11/1963
COSMOS 22,16/11/1963
SL-3 R/B,16/11/1963
EXPLORER 18 (IMP-1),27/11/1963
ATLAS CENTAUR 2 R/B,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB *,27/11/1963
ATLAS CENTAUR 2 DEB *,27/11/1963
ATLAS CENTAUR 2 DEB *,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
ATLAS CENTAUR 2 DEB,27/11/1963
THOR AGENA D,27/11/1963
THOR ABLESTAR R/B,5/12/1963
TRANSIT 5B-2,5/12/1963
TRANSIT 5E 3,5/12/1963
THOR ABLESTAR DEB,5/12/1963
THOR ABLESTAR DEB,5/12/1963
THOR ABLESTAR DEB,5/12/1963
THOR ABLESTAR DEB,5/12/1963
THOR ABLESTAR DEB,5/12/1963
TRANSIT 5B-2 DEB,5/12/1963
TRANSIT 5BN2-5E3 DEB *,5/12/1963
TRANSIT 5BN2-5E3 DEB *,5/12/1963
TRANSIT 5BN2-5E3 DEB *,5/12/1963
TRANSIT 5B-2 DEB,5/12/1963
TRANSIT 5B-2 DEB,5/12/1963
COSMOS 23,13/12/1963
SL-7 R/B,13/12/1963
SL-7 DEB,13/12/1963
SL-7 DEB,13/12/1963
ATLAS AGENA D,18/12/1963
COSMOS 24,19/12/1963
SL-3 R/B,19/12/1963
EXPLORER 19 (ADI-1),19/12/1963
SCOUT X-4 R/B,19/12/1963
SCOUT X-4 DEB,19/12/1963
SCOUT X-4 DEB,19/12/1963
SCOUT X-4 DEB,19/12/1963
SCOUT X-4 DEB,19/12/1963
SCOUT X-4 DEB,19/12/1963
SCOUT X-4 DEB,19/12/1963
SCOUT X-4 DEB,19/12/1963
SCOUT X-4 DEB,19/12/1963
TIROS 8,21/12/1963
DELTA 1 R/B,21/12/1963
DELTA 1 DEB,21/12/1963
DELTA 1 DEB,21/12/1963
TIROS 8 DEB,21/12/1963
THOR AGENA D,21/12/1963
HITCH HIKER 3,21/12/1963
THOR AGENA D R/B,11/01/1964
GGSE 1 (GGRS),11/01/1964
SECOR 1B,11/01/1964
SOLRAD 7A,11/01/1964
GREB,11/01/1964
THOR AGENA D R/B,19/01/1964
OPS 3367 A,19/01/1964
OPS 3367 B,19/01/1964
RELAY 2,21/01/1964
DELTA 1 R/B,21/01/1964
ECHO 2 (A-12),25/01/1964
THOR AGENA B R/B,25/01/1964
THOR AGENA B DEB,25/01/1964
THOR AGENA B DEB,25/01/1964
THOR AGENA B DEB,25/01/1964
SATURN 1 (R/B),29/01/1964
ELEKTRON 1,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB *,30/01/1964
SL-3 DEB,30/01/1964
ELEKTRON 2,30/01/1964
ELEKTRON 1 DEB,30/01/1964
SL-3 R/B,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB *,30/01/1964
ELEKTRON 1 DEB *,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB *,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
ELEKTRON 1 DEB,30/01/1964
RANGER 6 (RA-6),30/01/1964
OPS 3444,15/02/1964
OPS 3444 DEB,15/02/1964
OPS 2423,25/02/1964
OPS 2423 DEB,25/02/1964
COSMOS 25,27/02/1964
SL-7 R/B,27/02/1964
SL-7 DEB,27/02/1964
SL-7 DEB,27/02/1964
OPS 3722,28/02/1964
OPS 3722 DEB,28/02/1964
OPS 3722 DEB,28/02/1964
OPS 3722 DEB,28/02/1964
OPS 3435,11/03/1964
ATLAS AGENA D R/B,11/03/1964
COSMOS 26,18/03/1964
SL-7 R/B,18/03/1964
SL-7 DEB,18/03/1964
SL-7 DEB,18/03/1964
COSMOS 27,27/03/1964
SL-6 R/B,27/03/1964
SL-6 DEB,27/03/1964
SL-6 DEB,27/03/1964
ARIEL 2 (UK-2),27/03/1964
SCOUT X-3 R/B,27/03/1964
SCOUT X-3 DEB,27/03/1964
SL-6 PLAT,2/04/1964
SL-6 R/B,2/04/1964
SL-6 DEB,2/04/1964
ZOND 1,2/04/1964
COSMOS 28,4/04/1964
SL-3 R/B,4/04/1964
SL-3 DEB,4/04/1964
GEMINI 1,8/04/1964
POLYOT 2,12/04/1964
SL-5 R/B,12/04/1964
OPS 3743,23/04/1964
OPS 3743 DEB,23/04/1964
OPS 3743 DEB,23/04/1964
OPS 3743 DEB,23/04/1964
OPS 3743 DEB,23/04/1964
COSMOS 29,25/04/1964
SL-3 R/B,25/04/1964
SL-3 DEB,25/04/1964
SL-3 DEB,25/04/1964
SL-3 DEB,25/04/1964
OPS 2921,27/04/1964
COSMOS 30,18/05/1964
SL-3 R/B,18/05/1964
OPS 3592,19/05/1964
APOLLO MODEL 1,28/05/1964
OPS 4412 (TRANSIT 9),4/06/1964
SCOUT X-4 DEB,4/06/1964
SCOUT X-4 DEB,4/06/1964
SCOUT X-4 R/B,4/06/1964
SCOUT X-4 DEB,4/06/1964
TRANSIT 9 DEB,4/06/1964
TRANSIT 9 DEB,4/06/1964
TRANSIT 9 DEB,4/06/1964
TRANSIT 9 DEB,4/06/1964
OPS 3483,4/06/1964
COSMOS 31,6/06/1964
SL-7 R/B,6/06/1964
COSMOS 32,10/06/1964
SL-3 R/B,10/06/1964
SL-3 DEB,10/06/1964
OPS 3236 (STARFLASH 1A),13/06/1964
OPS 3236 DEB,13/06/1964
OPS 4467 A,18/06/1964
OPS 4467 B,18/06/1964
THOR AGENA D R/B,18/06/1964
OPS 3754,19/06/1964
OPS 3754 DEB,19/06/1964
COSMOS 33,23/06/1964
SL-3 R/B,23/06/1964
SL-3 DEB,23/06/1964
SL-3 DEB,23/06/1964
COSMOS 34,1/07/1964
SL-3 R/B,1/07/1964
OPS 3395,2/07/1964
OPS 3684,6/07/1964
OPS 4923,6/07/1964
OPS 4923 DEB,6/07/1964
OPS 3491,10/07/1964
ELEKTRON 3,10/07/1964
ELEKTRON 4,10/07/1964
ELEKTRON 3 DEB,10/07/1964
SL-3 R/B,10/07/1964
ELEKTRON 3 DEB,10/07/1964
ELEKTRON 3 DEB,10/07/1964
ELEKTRON 3 DEB,10/07/1964
COSMOS 35,15/07/1964
SL-3 R/B,15/07/1964
SL-3 DEB,15/07/1964
SL-3 DEB,15/07/1964
OPS 3662 (VELA 3),17/07/1964
OPS 3674 (VELA 4),17/07/1964
ERS 13,17/07/1964
RANGER 7,28/07/1964
ATLAS AGENA B R/B,28/07/1964
COSMOS 36,30/07/1964
SL-7 R/B,30/07/1964
OPS 3042,5/08/1964
COSMOS 37,14/08/1964
SL-3 R/B,14/08/1964
OPS 3802,14/08/1964
OPS 3316,14/08/1964
ATLAS AGENA D R/B,14/08/1964
COSMOS 38,18/08/1964
COSMOS 39,18/08/1964
COSMOS 40,18/08/1964
SL-8 R/B,18/08/1964
SL-8 DEB,18/08/1964
SL-8 DEB,18/08/1964
SL-8 DEB,18/08/1964
SYNCOM 3,19/08/1964
DELTA 1 R/B,19/08/1964
OPS 2739 (STARFLASH 1B),21/08/1964
SL-6 R/B(1),22/08/1964
SL-6 DEB,22/08/1964
SL-6 DEB,22/08/1964
SL-6 R/B(2),22/08/1964
COSMOS 41,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 41 DEB,22/08/1964
COSMOS 42,22/08/1964
SL-7 R/B,22/08/1964
COSMOS 43,22/08/1964
EXPLORER 20,25/08/1964
SCOUT X-4 R/B,25/08/1964
SCOUT X-4 DEB,25/08/1964
SCOUT X-4 DEB,25/08/1964
SCOUT X-4 DEB,25/08/1964
SCOUT X-4 DEB,25/08/1964
NIMBUS 1,28/08/1964
THOR AGENA B R/B,28/08/1964
COSMOS 44,28/08/1964
SL-3 R/B,28/08/1964
SL-3 DEB,28/08/1964
OGO 1,5/09/1964
COSMOS 45,13/09/1964
SL-3 R/B,13/09/1964
OPS 3497,14/09/1964
OPS 3497 DEB,14/09/1964
APOLLO MODEL 2,18/09/1964
OPS 4262,23/09/1964
ATLAS AGENA D R/B,23/09/1964
COSMOS 46,24/09/1964
SL-3 R/B,24/09/1964
EXPLORER 21 (IMP-2),4/10/1964
OPS 3333,5/10/1964
COSMOS 47,6/10/1964
SL-4 R/B,6/10/1964
SL-4 DEB,6/10/1964
SL-4 DEB,6/10/1964
SL-4 DEB,6/10/1964
THOR ABLESTAR R/B,6/10/1964
OPS 5798 (TRANSIT 5B-4),6/10/1964
CALSPHERE 1,6/10/1964
OPS 5798 DEB,6/10/1964
CALSPHERE 2,6/10/1964
OPS 5798 DEB,6/10/1964
EXPLORER 22,10/10/1964
SCOUT X-4 R/B,10/10/1964
SCOUT X-4 DEB,10/10/1964
SCOUT X-4 DEB,10/10/1964
VOSKHOD 1,12/10/1964
SL-4 R/B,12/10/1964
SL-4 DEB,12/10/1964
COSMOS 48,14/10/1964
SL-3 R/B,14/10/1964
COSMOS 48 DEB,14/10/1964
OPS 3559,17/10/1964
OPS 4384,23/10/1964
OPS 5063,23/10/1964
OPS 4384 DEB,23/10/1964
OPS 4384 DEB,23/10/1964
COSMOS 49,24/10/1964
SL-7 R/B,24/10/1964
SL-7 DEB,24/10/1964
COSMOS 50,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
SL-3 R/B,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
SL-3 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
SL-3 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
COSMOS 50 DEB,28/10/1964
OPS 5434,2/11/1964
OPS 3062,4/11/1964
OPS 3062 DEB,4/11/1964
OPS 3062 DEB,4/11/1964
OPS 3062 DEB,4/11/1964
MARINER 3 (MARS),5/11/1964
EXPLORER 23,6/11/1964
EXPLORER 23 DEB,6/11/1964
EXPLORER 23 DEB,6/11/1964
EXPLORER 23 DEB,6/11/1964
EXPLORER 23 DEB,6/11/1964
OPS 3360 (ORBIS),18/11/1964
EXPLORER 24 (ADI-2),21/11/1964
EXPLORER 25 (INJUN-4),21/11/1964
SCOUT X-4 R/B,21/11/1964
SCOUT X-4 DEB,21/11/1964
SCOUT X-4 DEB,21/11/1964
SCOUT X-4 DEB,21/11/1964
SCOUT X-4 DEB,21/11/1964
SCOUT X-4 DEB,21/11/1964
SCOUT X-4 DEB,21/11/1964
SCOUT X-4 DEB,21/11/1964
SCOUT X-4 DEB,21/11/1964
SCOUT X-4 DEB,21/11/1964
SCOUT X-4 DEB,21/11/1964
MARINER 4 (MARS),28/11/1964
ATLAS AGENA D R/B,28/11/1964
SL-6 R/B,30/11/1964
SL-6 PLAT,30/11/1964
ZOND 2,30/11/1964
OPS 4439,4/12/1964
COSMOS 51,9/12/1964
SL-7 R/B,9/12/1964
SL-7 DEB,9/12/1964
SL-7 DEB,9/12/1964
SL-7 DEB,9/12/1964
SL-7 DEB,9/12/1964
TITAN 3A TRANSTAGE R/B,10/12/1964
ATLAS CENTAUR R/B,11/12/1964
THOR ABLESTAR R/B,13/12/1964
THOR ABLESTAR DEB,13/12/1964
OPS 6582 (TRANSIT 5E-5),13/12/1964
OPS 6582 (TRANSIT 5B-5),13/12/1964
THOR ABLESTAR DEB,13/12/1964
THOR ABLESTAR DEB,13/12/1964
THOR ABLESTAR DEB,13/12/1964
THOR ABLESTAR DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
TRANSIT 5E-5 DEB,13/12/1964
SAN MARCO 1,15/12/1964
SCOUT X-4 R/B,15/12/1964
